Order ID,Order Date,Product ID,Product Category,Buyer Gender,Buyer Age,Order Location,International Shipping,Sales Price,Shipping Charges,Sales per Unit,Quantity,Total Sales,Rating,Review,ClientID
168411,2023-12-24,BF2370,Clothing,Male,18,Portland,No,65,0,65,2,130,3,Nothing too special.,477-19-3119
158625,2024-10-01,BF6885,Clothing,Male,34,Austin,No,118,0,118,2,236,1,There is clear evidence of subpar detailing.,692-70-9285
142729,2024-06-09,BF4831,Ornaments,Female,24,New Jersey,No,20,0,20,1,20,5,Lack of delivery delays is greatly appreciated.,776-23-3358
123340,2023-11-12,BF6975,Ornaments,Male,34,San Francisco,No,50,0,50,1,50,5,Exquisite craftsmanship here is absolutely appreciated.,377-91-7209
170846,2023-11-17,BF4831,Clothing,Male,21,Cleveland,No,118,0,118,2,236,2,There is clear evidence of subpar detailing.,576-11-2716
181077,2024-07-20,BF9708,Clothing,Female,26,Portland,No,100,0,100,2,200,3,Had slight delays but the product was in good shape.,692-70-9285
199736,2024-09-15,BF9724,Ornaments,Male,35,San Francisco,No,45,0,45,1,45,5,Incredible detailing was clearly evident.,325-20-3306
167720,2024-07-12,BF8238,Other,Male,27,Sacramento,No,10,0,10,1,10,5,Incredible detailing was clearly evident.,347-24-6714
153376,2024-04-10,BF6975,Clothing,Male,22,New Jersey,No,100,0,100,1,100,4,Discount deals was greatly appreciated.,789-35-2041
144932,2023-12-04,BF9724,Clothing,Female,22,Portland,No,100,0,100,2,200,1,Never buying from here again.,261-36-2487
143580,2024-03-18,BF6975,Ornaments,Female,22,Austin,No,15,0,15,1,15,3,Had slight delays but the product was in good shape.,633-27-5097
161540,2024-05-26,BF9878,Other,Female,22,Memphis,No,9,0,9,1,9,3,Had slight delays but the product was in good shape.,767-16-6191
176975,2024-06-27,BF6167,Clothing,Male,33,Detroit,No,65,0,65,1,65,3,Expected much better,546-74-0101
139971,2024-03-22,BF7814,Ornaments,Male,31,Mumbai,Yes,15,70,85,1,85,1,Low quality products are a usual here these days.,699-09-6800
172201,2024-06-13,BF6885,Ornaments,Female,29,Sacramento,No,50,0,50,2,100,3,Not as expected.,835-23-9508
125221,2024-08-14,BF1681,Ornaments,Male,23,Montreal,Yes,15,25,40,1,40,4,Exquisite craftsmanship here is absolutely appreciated.,627-16-4616
184141,2024-03-09,BF6885,Ornaments,Male,21,New Jersey,No,20,0,20,1,20,1,"Unfortunately, the delivery was late.",752-68-9069
149493,2024-07-21,BF6693,Ornaments,Male,19,Cardiff,Yes,50,40,90,1,90,4,The delivery team handled the product with care.,481-40-7414
121461,2024-08-06,BF3942,Clothing,Male,34,Memphis,No,100,0,100,1,100,5,Lack of delivery delays is greatly appreciated.,702-49-6289
150403,2024-03-05,BF4831,Clothing,Female,28,Glasgow,Yes,118,40,158,3,474,1,There is clear evidence of subpar detailing.,582-70-7060
127291,2023-12-19,BF3942,Clothing,Male,32,Dublin,Yes,65,40,105,2,210,1,The product had poor quality.,848-97-9759
180420,2024-05-01,BF8238,Ornaments,Male,33,Dublin,Yes,32,40,72,1,72,2,The product had poor quality.,293-35-7104
181876,2024-01-19,BF9878,Clothing,Male,20,Memphis,No,100,0,100,1,100,5,The delivery team handled the product with care.,477-19-3119
138986,2024-03-13,BF6975,Clothing,Male,27,Montreal,Yes,65,25,90,1,90,4,The delivery team handled the product with care.,451-47-4613
183363,2024-10-17,BF9708,Ornaments,Male,22,Montreal,Yes,45,25,70,1,70,1,Careless handling by the delivery team.,899-52-3041
120666,2024-09-18,BF6693,Clothing,Female,19,London,Yes,65,40,105,2,210,4,The product had excellent quality.,201-09-1877
160448,2024-03-08,BF6167,Clothing,Female,28,Portland,No,65,0,65,1,65,4,Lack of delivery delays is greatly appreciated.,852-71-9754
161472,2024-09-19,BF3942,Ornaments,Male,31,San Francisco,No,45,0,45,1,45,4,The product was affordable here compared to other brands.,642-53-8550
130905,2024-11-03,BF0809,Ornaments,Male,19,San Francisco,No,45,0,45,1,45,4,Exquisite craftsmanship here is absolutely appreciated.,830-37-2285
142075,2024-09-27,BF6975,Ornaments,Male,32,New York,No,15,0,15,1,15,3,The handling was questionable but incurred only minute damages.,578-52-4115
127638,2024-01-31,BF6885,Other,Male,31,Miami,No,10,0,10,3,30,5,Great design is one of the major positives of this product.,481-40-7414
165994,2024-06-22,BF1681,Other,Male,30,San Francisco,No,10,0,10,1,10,5,Premium quality as usual.,709-11-7996
143136,2024-10-01,BF1681,Ornaments,Male,22,Montreal,Yes,15,25,40,1,40,1,Careless handling by the delivery team.,125-14-9462
171713,2024-05-17,BF9878,Other,Female,26,San Antonio,No,9,0,9,2,18,4,The product had excellent quality.,388-71-6041
148690,2024-09-24,BF0809,Clothing,Male,33,New Jersey,No,97,0,97,1,97,4,The Product exhibits good design.,537-25-2492
126373,2023-11-16,BF2152,Ornaments,Male,34,Manchester,Yes,45,40,85,2,170,2,"Unfortunately, the delivery was late.",453-79-4784
171711,2024-05-02,BF9724,Clothing,Male,21,Toronto,Yes,130,25,155,1,155,4,Lack of delivery delays is greatly appreciated.,480-30-6559
181472,2023-12-15,BF0103,Ornaments,Male,34,Portland,No,15,0,15,1,15,5,Premium quality as usual.,367-29-8885
181333,2023-11-25,BF2887,Clothing,Male,21,Sydney,Yes,97,100,197,1,197,5,Discount deals was greatly appreciated.,543-73-8372
166689,2023-11-07,BF4831,Other,Male,22,Sydney,Yes,23,100,123,1,123,3,Had slight delays but the product was in good shape.,235-27-7937
167605,2024-01-18,BF2887,Other,Male,32,Montreal,Yes,10,25,35,1,35,4,Premium quality as usual.,300-36-1840
199415,2024-07-04,BF0809,Clothing,Female,23,Liverpool,Yes,100,40,140,1,140,4,The product was delivered quickly.,397-62-1238
197188,2024-04-28,BF0809,Clothing,Male,29,San Francisco,No,65,0,65,1,65,2,The product had poor quality.,520-67-2632
155393,2024-08-16,BF9878,Clothing,Male,18,Sacramento,No,97,0,97,1,97,5,Incredible detailing was clearly evident.,709-11-7996
184956,2024-07-09,BF6885,Clothing,Male,27,New Delhi,Yes,130,70,200,2,400,4,The product was affordable here compared to other brands.,434-31-4454
178425,2024-06-03,BF9724,Other,Male,22,Mumbai,Yes,9,70,79,1,79,1,Waste of Money.,461-66-1043
128743,2024-03-02,BF8063,Other,Female,20,San Francisco,No,10,0,10,1,10,4,Great design is one of the major positives of this product.,608-64-2860
198984,2024-08-16,BF9708,Clothing,Female,18,Portland,No,65,0,65,1,65,1,Never buying from here again.,559-75-3364
126190,2024-09-27,BF2887,Clothing,Male,27,San Antonio,No,65,0,65,1,65,5,Great design is one of the major positives of this product.,288-89-0503
155856,2024-04-02,BF0809,Clothing,Male,25,Sydney,Yes,65,100,165,2,330,5,Lack of delivery delays is greatly appreciated.,594-50-8290
125934,2024-10-23,BF0060,Clothing,Male,25,New Jersey,No,97,0,97,2,194,1,The promotion quality does not match the product,326-98-0507
141032,2024-07-08,BF9878,Clothing,Male,22,Pittsburgh,No,65,0,65,1,65,5,Exquisite craftsmanship here is absolutely appreciated.,756-86-1836
189132,2024-07-24,BF9724,Clothing,Male,21,Austin,No,100,0,100,3,300,5,The product was delivered quickly.,111-53-2088
133449,2024-09-12,BF8063,Ornaments,Male,22,New Jersey,No,45,0,45,1,45,5,Exquisite craftsmanship here is absolutely appreciated.,704-50-6685
190396,2024-07-08,BF1772,Clothing,Male,20,Las Vegas,No,118,0,118,1,118,5,The product was delivered quickly.,234-64-5737
128573,2023-12-04,BF3942,Other,Female,23,Cleveland,No,9,0,9,1,9,5,Lack of delivery delays is greatly appreciated.,878-84-8878
177785,2024-05-19,BF9708,Ornaments,Male,35,Montreal,Yes,20,25,45,5,225,4,The delivery team handled the product with care.,883-83-5576
197666,2024-07-16,BF0809,Ornaments,Male,32,San Francisco,No,50,0,50,1,50,5,Exquisite craftsmanship here is absolutely appreciated.,129-94-4407
140911,2023-11-21,BF3942,Ornaments,Male,29,Pittsburgh,No,15,0,15,1,15,5,Incredible detailing was clearly evident.,429-39-5766
122105,2024-10-25,BF9708,Clothing,Male,22,Miami,No,65,0,65,1,65,4,The product was delivered quickly.,277-56-9553
165639,2024-02-15,BF9724,Ornaments,Male,18,New Jersey,No,20,0,20,1,20,5,Discount deals was greatly appreciated.,488-90-4373
180999,2024-02-17,BF5238,Other,Male,29,Las Vegas,No,23,0,23,3,69,4,Lack of delivery delays is greatly appreciated.,893-87-0043
142167,2024-03-06,BF9724,Ornaments,Male,31,Mumbai,Yes,15,70,85,1,85,5,Lack of delivery delays is greatly appreciated.,634-81-0697
156589,2023-11-22,BF2370,Ornaments,Male,27,Detroit,No,15,0,15,1,15,4,The Product exhibits good design.,720-33-0226
150446,2024-09-15,BF6693,Ornaments,Female,25,Miami,No,15,0,15,1,15,2,Careless handling by the delivery team.,111-53-2088
173373,2024-06-24,BF4831,Clothing,Female,20,Detroit,No,100,0,100,1,100,1,Waste of Money.,671-45-0899
180301,2024-10-03,BF6693,Clothing,Male,34,Cardiff,Yes,65,40,105,3,315,4,Premium quality as usual.,133-44-5159
163259,2024-07-08,BF0060,Ornaments,Male,24,Portland,No,32,0,32,3,96,4,The product was affordable here compared to other brands.,830-63-6824
156008,2024-08-09,BF2887,Clothing,Male,24,Austin,No,100,0,100,1,100,3,Not as expected.,328-37-9085
143876,2024-07-07,BF7814,Clothing,Male,25,Portland,No,130,0,130,1,130,4,The delivery team handled the product with care.,825-48-9850
131957,2024-09-11,BF9724,Clothing,Male,26,New York,No,118,0,118,1,118,4,Exquisite craftsmanship here is absolutely appreciated.,410-19-5482
163577,2024-05-26,BF6885,Other,Male,19,Portland,No,10,0,10,3,30,4,Exquisite craftsmanship here is absolutely appreciated.,343-33-2465
176196,2023-11-05,BF8063,Ornaments,Male,25,Sacramento,No,15,0,15,1,15,1,Careless handling by the delivery team.,212-56-4012
152432,2024-04-27,BF8238,Clothing,Male,21,San Francisco,No,97,0,97,1,97,5,The Product exhibits good design.,725-09-9845
169404,2024-10-14,BF9708,Clothing,Male,25,San Antonio,No,130,0,130,1,130,5,Discount deals was greatly appreciated.,689-63-8374
183781,2023-12-09,BF9708,Other,Male,32,Las Vegas,No,10,0,10,1,10,5,Great design is one of the major positives of this product.,698-42-5747
185046,2024-01-01,BF1772,Ornaments,Male,34,San Antonio,No,20,0,20,1,20,5,Premium quality as usual.,343-40-8685
169637,2024-09-09,BF0103,Clothing,Male,34,Toronto,Yes,65,25,90,1,90,5,Lack of delivery delays is greatly appreciated.,604-36-0296
122281,2024-02-29,BF9289,Clothing,Female,24,Portland,No,130,0,130,1,130,4,The product had excellent quality.,496-76-3224
122196,2023-12-24,BF1681,Ornaments,Male,35,San Francisco,No,15,0,15,1,15,4,Discount deals was greatly appreciated.,648-65-1741
193373,2024-05-08,BF0809,Clothing,Male,32,Las Vegas,No,118,0,118,2,236,5,Premium quality as usual.,715-71-3228
145683,2024-09-04,BF2152,Other,Male,24,Liverpool,Yes,23,40,63,1,63,5,The product was delivered quickly.,520-74-7778
143435,2024-09-23,BF9724,Other,Female,33,Miami,No,10,0,10,1,10,4,The product was affordable here compared to other brands.,878-95-7860
164402,2024-05-28,BF2152,Clothing,Male,26,Cleveland,No,65,0,65,1,65,4,The product was delivered quickly.,578-76-1487
147113,2024-08-04,BF8063,Clothing,Male,19,Cardiff,Yes,100,40,140,1,140,4,Great design is one of the major positives of this product.,112-08-7671
152219,2024-02-04,BF4831,Clothing,Female,21,New Delhi,Yes,65,70,135,1,135,5,The Product exhibits good design.,856-99-1892
182430,2024-01-04,BF8063,Clothing,Male,29,San Francisco,No,65,0,65,2,130,5,The Product exhibits good design.,355-25-9317
120434,2023-12-27,BF1414,Clothing,Male,34,Las Vegas,No,97,0,97,1,97,3,The handling was questionable but incurred only minute damages.,442-41-7730
168757,2024-08-30,BF1772,Clothing,Male,21,Miami,No,97,0,97,1,97,3,Expected much better,800-34-8499
166863,2024-04-20,BF8063,Clothing,Female,35,Montreal,Yes,97,25,122,1,122,1,Low quality products are a usual here these days.,482-67-3289
188240,2023-12-14,BF8063,Clothing,Male,33,Detroit,No,118,0,118,1,118,4,Lack of delivery delays is greatly appreciated.,898-08-8860
158509,2024-02-23,BF7814,Clothing,Male,29,Las Vegas,No,65,0,65,1,65,1,Low quality products are a usual here these days.,369-59-1525
194787,2023-12-28,BF9878,Clothing,Male,28,New Jersey,No,65,0,65,5,325,5,Premium quality as usual.,372-47-5181
169185,2024-03-25,BF8063,Clothing,Female,30,Las Vegas,No,118,0,118,1,118,3,Had slight delays but the product was in good shape.,103-07-6257
176058,2024-09-24,BF6604,Clothing,Male,23,New York,No,100,0,100,1,100,5,The Product exhibits good design.,633-27-5097
195469,2024-07-01,BF4831,Ornaments,Female,27,Detroit,No,45,0,45,1,45,1,Clear delays in delivery.,784-41-8358
139445,2023-11-11,BF1772,Clothing,Female,23,Austin,No,118,0,118,1,118,5,The product was affordable here compared to other brands.,534-28-3543
169823,2024-09-23,BF7814,Ornaments,Female,24,New Jersey,No,20,0,20,5,100,4,The delivery team handled the product with care.,338-85-2801
178133,2024-07-23,BF9708,Clothing,Male,21,New Delhi,Yes,65,70,135,1,135,1,There is clear evidence of subpar detailing.,120-91-2556
153699,2024-09-03,BF1772,Clothing,Male,31,Memphis,No,65,0,65,1,65,5,The delivery team handled the product with care.,749-41-6055
150823,2024-05-27,BF6975,Other,Female,35,New York,No,9,0,9,1,9,5,The Product exhibits good design.,749-74-4488
187581,2024-06-05,BF9708,Clothing,Female,23,Austin,No,97,0,97,2,194,5,The product was delivered quickly.,432-32-2679
143980,2024-01-31,BF9289,Ornaments,Male,30,San Antonio,No,15,0,15,2,30,2,Clear delays in delivery.,414-04-8076
121316,2023-11-17,BF8238,Ornaments,Male,19,Portland,No,50,0,50,2,100,4,The product had excellent quality.,472-42-1009
143951,2024-10-21,BF0060,Clothing,Male,25,Detroit,No,130,0,130,2,260,4,The product was delivered quickly.,103-69-2255
180403,2024-05-07,BF1681,Other,Male,26,Detroit,No,10,0,10,1,10,4,The product had excellent quality.,124-30-9706
144664,2023-12-04,BF2887,Clothing,Male,33,London,Yes,100,40,140,1,140,5,Premium quality as usual.,129-12-0976
183820,2024-09-30,BF1681,Ornaments,Male,20,Cleveland,No,45,0,45,3,135,5,The product had excellent quality.,154-08-2394
140764,2024-04-11,BF6604,Clothing,Male,22,Pittsburgh,No,65,0,65,1,65,4,Exquisite craftsmanship here is absolutely appreciated.,725-09-9845
134041,2024-02-26,BF1772,Ornaments,Male,35,Las Vegas,No,45,0,45,1,45,5,The product was affordable here compared to other brands.,535-33-7219
125866,2024-05-27,BF6604,Clothing,Female,18,Sacramento,No,65,0,65,1,65,1,The product is not as advertised.,320-86-7767
128991,2024-01-27,BF9708,Clothing,Female,22,Memphis,No,100,0,100,1,100,3,Expected much better,884-90-9280
128898,2023-12-27,BF6693,Ornaments,Male,34,Sacramento,No,20,0,20,1,20,5,Premium quality as usual.,648-65-1741
155950,2024-02-09,BF1681,Clothing,Male,28,Detroit,No,65,0,65,1,65,3,Expected much better,330-49-1745
189334,2024-05-26,BF8063,Clothing,Male,28,Detroit,No,100,0,100,1,100,1,"Unfortunately, the delivery was late.",329-37-7949
143314,2023-12-15,BF3942,Ornaments,Male,27,Memphis,No,20,0,20,1,20,1,"Unfortunately, the delivery was late.",509-47-7760
167228,2024-09-30,BF0060,Clothing,Male,20,Sacramento,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.,794-86-8928
153917,2024-04-24,BF1681,Clothing,Male,18,London,Yes,97,40,137,1,137,5,Incredible detailing was clearly evident.,573-92-5056
171352,2024-10-10,BF4831,Ornaments,Male,32,Pittsburgh,No,15,0,15,1,15,5,Incredible detailing was clearly evident.,203-82-1083
197519,2024-01-25,BF4831,Other,Male,29,New Delhi,Yes,9,70,79,1,79,4,Great design is one of the major positives of this product.,539-22-7092
121322,2023-11-23,BF9289,Ornaments,Male,32,Portland,No,20,0,20,1,20,3,Not as expected.,612-16-1326
151627,2024-07-20,BF4831,Clothing,Female,18,Pittsburgh,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.,884-68-7117
144101,2023-11-11,BF9708,Ornaments,Female,31,Sydney,Yes,15,100,115,1,115,3,It was ok.,527-62-6747
174736,2024-01-26,BF6167,Clothing,Male,28,Sacramento,No,65,0,65,1,65,4,The delivery team handled the product with care.,803-94-0397
131798,2024-03-14,BF6975,Ornaments,Male,31,New Jersey,No,45,0,45,1,45,5,The Product exhibits good design.,324-83-1265
143857,2024-06-26,BF2887,Clothing,Female,30,San Francisco,No,65,0,65,1,65,3,Had slight delays but the product was in good shape.,520-07-6927
157483,2024-08-21,BF9724,Clothing,Male,21,Miami,No,65,0,65,1,65,4,Great design is one of the major positives of this product.,555-18-9619
140027,2024-10-28,BF6885,Clothing,Male,27,Portland,No,97,0,97,3,291,4,Discount deals was greatly appreciated.,738-39-8993
138153,2024-04-18,BF5238,Ornaments,Male,19,Austin,No,15,0,15,1,15,4,Premium quality as usual.,300-36-1840
179072,2024-08-26,BF5238,Clothing,Male,32,Detroit,No,97,0,97,1,97,5,Premium quality as usual.,116-57-9465
185921,2024-05-25,BF9724,Ornaments,Female,26,Paris,Yes,20,50,70,1,70,5,The delivery team handled the product with care.,461-78-8869
195757,2023-11-22,BF6975,Clothing,Male,19,Cleveland,No,130,0,130,1,130,4,The product was delivered quickly.,715-71-3228
143307,2024-07-05,BF6885,Clothing,Male,21,Sacramento,No,130,0,130,1,130,3,Nothing too special.,638-03-9063
130982,2024-02-12,BF1681,Clothing,Female,20,Detroit,No,130,0,130,1,130,4,Premium quality as usual.,370-54-4835
193775,2023-12-27,BF0103,Ornaments,Female,32,Cleveland,No,15,0,15,5,75,4,Discount deals was greatly appreciated.,770-83-2079
154430,2024-02-04,BF0060,Other,Male,18,Detroit,No,9,0,9,4,36,1,The promotion quality does not match the product,680-01-4684
120890,2024-01-21,BF8238,Clothing,Male,22,New Jersey,No,65,0,65,1,65,4,Premium quality as usual.,508-19-3230
142165,2024-06-09,BF6885,Clothing,Male,26,Toronto,Yes,118,25,143,1,143,1,Careless handling by the delivery team.,747-74-3337
135320,2024-04-12,BF9724,Clothing,Male,29,Manchester,Yes,65,40,105,1,105,3,Expected much better,836-18-3889
151455,2024-02-03,BF0103,Ornaments,Female,30,Cleveland,No,50,0,50,1,50,1,There is clear evidence of subpar detailing.,699-17-5442
136469,2024-04-04,BF6975,Clothing,Male,19,Las Vegas,No,97,0,97,1,97,2,Never buying from here again.,634-81-0697
125165,2024-09-06,BF6975,Clothing,Male,35,San Francisco,No,97,0,97,1,97,1,Never buying from here again.,384-94-9368
175411,2024-05-14,BF2370,Ornaments,Male,19,Miami,No,15,0,15,1,15,4,The delivery team handled the product with care.,243-14-3043
149443,2023-11-20,BF9708,Ornaments,Male,22,San Francisco,No,32,0,32,1,32,1,The promotion quality does not match the product,575-45-6615
180790,2024-02-01,BF2887,Other,Male,33,Manchester,Yes,9,40,49,1,49,1,Waste of Money.,155-58-9871
124769,2024-05-26,BF6604,Clothing,Female,22,New York,No,65,0,65,1,65,1,The product is not as advertised.,212-56-4012
133965,2024-01-10,BF5238,Ornaments,Male,35,San Antonio,No,15,0,15,2,30,3,Expected much better,497-35-8268
196490,2024-08-05,BF1414,Clothing,Female,18,New Jersey,No,118,0,118,1,118,5,The Product exhibits good design.,638-03-9063
190706,2024-06-12,BF3942,Clothing,Female,30,Detroit,No,118,0,118,1,118,5,Lack of delivery delays is greatly appreciated.,151-20-7704
182881,2024-08-06,BF6693,Other,Male,24,Las Vegas,No,9,0,9,1,9,5,Great design is one of the major positives of this product.,879-01-9178
188884,2024-05-25,BF3942,Ornaments,Female,24,Portland,No,15,0,15,1,15,4,The product was delivered quickly.,184-02-3036
135827,2023-11-07,BF1414,Clothing,Male,18,New York,No,97,0,97,1,97,4,Great design is one of the major positives of this product.,889-99-9622
188609,2024-02-28,BF5238,Ornaments,Male,29,Miami,No,32,0,32,1,32,3,The handling was questionable but incurred only minute damages.,272-12-1718
165754,2024-10-20,BF6885,Ornaments,Male,27,New Jersey,No,15,0,15,3,45,4,Discount deals was greatly appreciated.,715-02-4442
137287,2024-05-23,BF8238,Clothing,Male,31,Las Vegas,No,65,0,65,2,130,3,It was ok.,408-63-8369
178507,2024-06-10,BF6693,Other,Male,21,Manchester,Yes,9,40,49,2,98,4,Incredible detailing was clearly evident.,154-22-2290
126500,2024-03-25,BF6693,Other,Male,19,New York,No,9,0,9,1,9,4,Incredible detailing was clearly evident.,841-43-1614
176703,2024-04-05,BF5238,Clothing,Male,28,San Francisco,No,118,0,118,1,118,4,Incredible detailing was clearly evident.,879-01-9178
138907,2024-04-18,BF9289,Clothing,Female,31,Sacramento,No,97,0,97,2,194,5,The product was affordable here compared to other brands.,704-50-6685
130553,2023-12-04,BF9724,Clothing,Male,31,Cardiff,Yes,97,40,137,1,137,1,The product had an underwhelming design.,293-35-7104
174320,2024-03-05,BF6693,Other,Male,23,Pittsburgh,No,10,0,10,2,20,4,Premium quality as usual.,244-33-3373
136104,2024-03-03,BF8063,Clothing,Male,35,Portland,No,97,0,97,1,97,2,The promotion quality does not match the product,616-63-0032
180506,2024-06-24,BF0060,Other,Male,32,London,Yes,10,40,50,2,100,1,The product is not as advertised.,480-30-6559
152398,2024-02-17,BF8238,Other,Male,24,Austin,No,9,0,9,3,27,1,The product had an underwhelming design.,327-07-9966
155159,2024-08-07,BF6975,Other,Male,28,Sacramento,No,9,0,9,1,9,4,The delivery team handled the product with care.,139-05-6963
198302,2024-02-20,BF1414,Other,Male,19,Austin,No,10,0,10,1,10,4,Incredible detailing was clearly evident.,729-59-2285
169391,2024-01-12,BF2887,Other,Male,35,Sacramento,No,9,0,9,1,9,5,Exquisite craftsmanship here is absolutely appreciated.,320-15-8716
168278,2024-01-14,BF1414,Other,Female,32,San Antonio,No,9,0,9,4,36,5,Premium quality as usual.,511-20-0721
171627,2024-06-26,BF0103,Other,Male,27,New Delhi,Yes,9,70,79,2,158,1,Clear delays in delivery.,898-08-8860
165352,2024-06-23,BF2152,Other,Male,26,Sacramento,No,9,0,9,1,9,5,Incredible detailing was clearly evident.,863-57-7446
143177,2023-12-29,BF6693,Clothing,Male,28,Detroit,No,65,0,65,2,130,4,Incredible detailing was clearly evident.,133-44-5159
198836,2024-08-12,BF0103,Ornaments,Female,29,New York,No,20,0,20,3,60,5,Exquisite craftsmanship here is absolutely appreciated.,253-95-0835
129883,2024-01-23,BF0103,Ornaments,Female,24,New Jersey,No,15,0,15,1,15,4,The product had excellent quality.,692-70-4428
186122,2024-04-21,BF1772,Clothing,Female,20,Miami,No,65,0,65,2,130,3,Had slight delays but the product was in good shape.,153-15-4348
145176,2024-01-16,BF6693,Clothing,Female,34,New Delhi,Yes,118,70,188,2,376,4,The delivery team handled the product with care.,619-81-0670
130364,2023-11-06,BF3942,Ornaments,Female,29,San Francisco,No,20,0,20,2,40,2,Never buying from here again.,497-35-8268
155757,2023-11-17,BF7814,Ornaments,Male,25,New York,No,20,0,20,1,20,5,Premium quality as usual.,184-02-3036
129786,2024-03-01,BF1681,Ornaments,Male,27,Pittsburgh,No,20,0,20,4,80,5,The product was delivered quickly.,884-90-9280
160960,2024-03-05,BF7814,Clothing,Female,21,Toronto,Yes,100,25,125,1,125,2,The product is not as advertised.,556-58-8556
186642,2024-04-27,BF5238,Ornaments,Female,19,New Delhi,Yes,32,70,102,4,408,4,The Product exhibits good design.,835-27-6361
180021,2023-11-10,BF6604,Ornaments,Female,34,Detroit,No,50,0,50,4,200,2,The product is not as advertised.,308-79-0527
199670,2024-08-27,BF1681,Ornaments,Male,19,Miami,No,20,0,20,2,40,4,Incredible detailing was clearly evident.,493-35-1737
160608,2024-01-23,BF6693,Clothing,Male,28,Montreal,Yes,97,25,122,1,122,2,Low quality products are a usual here these days.,582-70-7060
187500,2024-04-01,BF8238,Ornaments,Female,22,Cleveland,No,15,0,15,2,30,4,The delivery team handled the product with care.,796-97-1845
184792,2024-04-17,BF7814,Clothing,Male,35,San Francisco,No,65,0,65,1,65,1,Never buying from here again.,751-20-2652
176348,2024-02-19,BF6604,Other,Male,35,Memphis,No,9,0,9,1,9,5,The product had excellent quality.,551-21-4871
148134,2024-06-01,BF9289,Clothing,Female,20,Portland,No,97,0,97,2,194,5,Discount deals was greatly appreciated.,305-55-6796
199530,2023-12-19,BF2887,Ornaments,Male,23,Portland,No,45,0,45,1,45,5,The product had excellent quality.,516-41-7675
199648,2024-05-26,BF9708,Clothing,Female,24,Portland,No,65,0,65,1,65,4,Great design is one of the major positives of this product.,148-80-2088
165424,2023-12-23,BF1772,Clothing,Male,35,Miami,No,97,0,97,4,388,4,Incredible detailing was clearly evident.,392-70-2999
197655,2024-05-04,BF1414,Clothing,Male,30,New Jersey,No,65,0,65,1,65,4,Incredible detailing was clearly evident.,233-12-4852
149654,2024-09-21,BF9289,Clothing,Male,30,Portland,No,97,0,97,1,97,1,There is clear evidence of subpar detailing.,527-81-8319
152849,2024-02-15,BF4831,Clothing,Male,27,Pittsburgh,No,100,0,100,1,100,5,Great design is one of the major positives of this product.,132-43-5420
167902,2023-12-06,BF5238,Clothing,Male,35,Montreal,Yes,65,25,90,2,180,4,Lack of delivery delays is greatly appreciated.,766-96-1267
188480,2024-06-03,BF0060,Ornaments,Male,22,Paris,Yes,45,50,95,1,95,5,Great design is one of the major positives of this product.,441-85-3266
149032,2024-05-20,BF3942,Clothing,Male,29,Cleveland,No,65,0,65,1,65,3,It was ok.,392-70-2999
152434,2024-01-01,BF6885,Other,Female,24,San Antonio,No,9,0,9,1,9,1,The product had poor quality.,528-33-8084
128697,2024-09-12,BF6975,Ornaments,Male,23,Montreal,Yes,15,25,40,2,80,4,The Product exhibits good design.,550-76-7280
149263,2024-07-15,BF0103,Ornaments,Female,19,Glasgow,Yes,45,40,85,1,85,1,Waste of Money.,830-63-6824
140880,2024-01-03,BF2152,Ornaments,Female,21,Sydney,Yes,15,100,115,5,575,4,Lack of delivery delays is greatly appreciated.,221-87-8673
158280,2024-06-25,BF0060,Clothing,Female,29,New York,No,100,0,100,1,100,3,The handling was questionable but incurred only minute damages.,638-52-3013
173232,2024-04-03,BF2370,Other,Male,31,Cleveland,No,10,0,10,1,10,1,Low quality products are a usual here these days.,793-68-6565
165380,2024-11-01,BF6604,Ornaments,Male,26,Miami,No,15,0,15,1,15,1,There is clear evidence of subpar detailing.,800-70-6873
170208,2024-07-28,BF8238,Clothing,Male,30,Portland,No,97,0,97,1,97,4,Premium quality as usual.,670-75-6270
182885,2024-09-07,BF0809,Ornaments,Male,28,Sacramento,No,20,0,20,5,100,2,Careless handling by the delivery team.,392-70-2999
139367,2024-08-16,BF0060,Ornaments,Female,32,Las Vegas,No,15,0,15,1,15,4,Incredible detailing was clearly evident.,520-05-7903
185391,2024-01-15,BF2152,Other,Male,28,Portland,No,9,0,9,1,9,5,The product was affordable here compared to other brands.,803-99-7828
137955,2024-05-26,BF0060,Ornaments,Male,35,San Antonio,No,20,0,20,5,100,2,The promotion quality does not match the product,555-45-3873
127699,2024-05-08,BF9289,Clothing,Male,18,New York,No,97,0,97,3,291,1,The promotion quality does not match the product,759-98-2482
144416,2024-02-13,BF6693,Clothing,Male,20,Montreal,Yes,65,25,90,1,90,4,Lack of delivery delays is greatly appreciated.,550-76-7280
181601,2024-06-03,BF9708,Clothing,Male,19,San Francisco,No,65,0,65,1,65,5,Incredible detailing was clearly evident.,336-47-1257
169568,2023-12-03,BF8238,Ornaments,Male,19,San Francisco,No,20,0,20,1,20,5,Great design is one of the major positives of this product.,153-15-4348
181511,2024-08-10,BF2152,Ornaments,Male,31,Austin,No,15,0,15,2,30,4,Lack of delivery delays is greatly appreciated.,449-60-9284
